copyid,condition,price,signed,dustjacket,binding,description
30699598439,POOR,US$ 3.98,0,0,hardcover,"Noticeably used book. Heavy wear to cover. Pages contain marginal notes, underlining, and or highlighting. Possible ex library copy, with all the markings/stickers of that library. Accessories such as CD, codes, toys, and dust jackets may not be included."
30733450488,Good,US$ 4.00,0,0,0,"Former Library book. Shows some signs of wear, and may have some markings on the inside."
30346991183,Very Good,US$ 9.00,0,0,hardcover,"A copy that has been read, but remains in excellent condition. Pages are intact and are not marred by notes or highlighting, but may contain a neat previous owner name. The spine remains undamaged. The dust jacket is missing. At ThriftBooks, our motto is: Read More, Spend Less."
30744292233,Very Good,US$ 18.95,0,No Jacket,hardcover,Hardcover with gray cloth covers and red lettering. Illustrated with a few b/w photographs. 8 x 5.5 with 330 pp including index.
19197638509,Good,US$ 17.00,0,0,hardcover,This is a used book in good condition and may show some signs of use or wear . This is a used book in good condition and may show some signs of use or wear .
30137591781,0,US$ 33.00,0,0,0,almost near fine.
186741430,Good,US$ 2.67,0,No Jacket,paperback,Spine uncreased. 189pp.
22892819876,Good,US$ 4.08,0,0,paperback,
30577408895,VERY GOOD,US$ 3.61,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30440510499,Good,US$ 4.00,0,0,paperback,UQ1030 1st Printing - Spine/shelf wear. Bagged.
30650046593,VERY GOOD,US$ 5.24,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
944760790,Very Good,US$ 6.95,0,Very Good,hardcover,"no date given (cica 1960?); dj w/price clipped; 61 clean, unmarked pages Size: 12 vo."
4305883377,Good,US$ 7.99,0,0,paperback,No. 11 in the CONAN SERIES.
30503916334,Fair,0,0,0,paperback,0
30738616320,Good,US$ 4.00,0,0,0,"Shows some signs of wear, and may have some markings on the inside."
30602600347,Good,US$ 2.99,0,0,paperback,Brief summary of content available upon e-mail request.
22833267653,FINE.,US$ 2.99,0,0,paperback,"127 pages. >> Store stamp & minor pen to front end page. Size: 12mo - over 6�"" - 7�"" Tall."
19683298213,Very Good,US$ 9.60,0,0,cloth,"No Jacket; 8vo. Book bound in a light blue cloth, no dust jacket, photo frontis. Book very good+ condition, slipcase very good.""."
30618763587,Very Good Plus,US$ 4.00,0,0,paperback,Second printing (first as a single) in Very Good Plus condition.
30629940840,Good,US$ 3.00,0,0,paperback,"Connecting readers with great books since 1972. Used books may not include companion materials, some shelf wear, may contain highlighting/notes, may not include cdrom or access codes. Customer service is our top priority!."
22118940533,Very Good,US$ 4.00,0,0,single issue magazine,Summer 1976.
987184359,Fine,US$ 6.75,0,0,paperback,"4th softcover printing, 1997. Originally issued 1905. [vii],212 pp., illus. foldout at front. As issued. Remainder stripe on bottom text block edge. Size: 8vo - over 7�"" - 9�"" tall."
30628749058,New,US$ 37.95,0,0,hardcover,This item is printed on demand. New copy - Usually dispatched within 5-9 working days.
30697550923,GOOD,US$ 12.76,0,0,hardcover,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
206691317,Very Good,US$ 3.00,0,0,paperback,
5467442033,Good,US$ 4.50,0,0,paperback,Brief summary of content available on request by e-mail.
30643938470,As New,US$ 11.62,0,0,0,Unread book in perfect condition.
30599123998,Good,US$ 5.30,0,0,paperback,"Connecting readers with great books since 1972. Used books may not include companion materials, some shelf wear, may contain highlighting/notes, may not include cdrom or access codes. Customer service is our top priority!."
30540572430,VERY GOOD,US$ 4.99,0,0,hardcover,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30453788928,As New,US$ 74.01,0,0,0,
30583278193,Brand New,US$ 45.90,0,0,0,New.
30013027383,Very Good,US$ 15.00,0,Good,hardcover,8vo. Hardcover. Black cloth. 1st edition. 131pp. Very good+ in lightly soiled dust jacket. No chips. Not price-clipped.
30713982352,NF.,US$ 5.00,0,0,paperback,Caustic and witty definitions.
1227066368,0,US$ 17.00,0,0,hardcover,"Hardcover. 8vo. xiv + 472 pp. Green cloth with gilt titling to spine and upper board; b&w illustrations, index; patterned end papers. Spine ends, corners and edges rubbed and bumped; page edges darkened; previous owner's name and date on front free end paper. Otherwise, a tight and clean VG copy."
30748881311,Very Good,US$ 15.00,0,0,single issue magazine,"Vintage Pulp magazine in Pictorial wrappers 146 pages, illustratedEdited by Samuel Mines with stories by A. E. van Vogt, Leigh Brackett, Mari Wolf and others. Contents page in Photos Cover by Alex Schomburg A very good copy with edge wear, small one piece tape repair to foot of spine, text lightly toned. See Photos bx 82."
30509617299,Fine,US$ 4.75,0,0,paperback,The first printing of this paperback original.Fine.
30732835336,Good,US$ 4.78,0,0,0,"Former Library book. Shows some signs of wear, and may have some markings on the inside."
30669701328,Good,US$ 3.60,0,0,paperback,
30692888939,Good,US$ 2.89,0,0,paperback,"Shows some wear from age and use. Interior is good with sound binding and no marks, damage or labels. We Ship Daily! Satisfaction Guaranteed!."
30665747103,GOOD,US$ 11.16,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
22416900288,Acceptable,US$ 1.66,0,Dust Jacket Included,hardcover,Worn dustjacket.-- top edge is torn. Light water damage on endpapers. Open Books is a nonprofit social venture that provides literacy experiences for thousands of readers each year through inspiring programs and creative capitalization of books.
30623947829,Good,US$ 5.99,0,0,paperback,"A copy that has been read, but remains in clean condition. All pages are intact, and the cover is intact. The spine may show signs of wear. Pages can include limited notes and highlighting, and the copy can include previous owner inscriptions. At ThriftBooks, our motto is: Read More, Spend Less."
30575280044,GOOD,US$ 4.19,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30654620957,GOOD TO VERY GOOD,US$ 19.00,0,NOT PUB I DJ,stiff wraps,THIS IS A GOOD UNMARKED 2 VOLUME SET OF THIS SCARCE AND IMPORTANT WORK.THE GODS OF THE EGYPTIANS.BY E.A. WALLIS BUDGE.EACH VOL CONTAINS APPROXIMATELY 400 PGES OF UNMARKED TXT AND ILLUSTRATIONS INCLUDING COLOR FOLD OUT .THE VOLUME SHOW SOME WEAR AND SOME BROWNING ON TOP PAGE EDGES AND SPINES.LOOKS LIKE MAYBE FROM A HOUSE FIRE.NO ODOR OF ANY KIND BUT SOME BROWNING.A NICE SET AT A LOW PRICE FOR THESE VOLUMES. Size: OCTAVO.
30612321143,VERY GOOD,US$ 5.41,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30079441512,Good,US$ 23.54,0,0,paperback,A+ Customer service! Satisfaction Guaranteed! Book is in Used-Good condition. Pages and cover are clean and intact. Used items may not include supplementary materials such as CDs or access codes. May show signs of minor shelf wear and contain limited notes and highlighting.
30695988368,Very Good,US$ 4.99,0,0,paperback,"238 pages. ""Dunsany's stories are a priceless possession for any lover of fantasy. Like first-rate poetry, they are endlessly rereadable. Those who have not read them have something to look forward to."" - L.Sprague de Camp Size: 12mo - over 6�"" - 7�"" Tall."
30607662774,Very Good +,US$ 5.99,0,0,paperback,"242 pages.CONTENTS = Celephais; Silver Key; Through the Gates of the Silver Key; White Ship; Strange High House in the Mist >> Minor indents to front cover scuffing to front cover; Size: 12mo - over 6�"" - 7�"" Tall."
30604777215,Good,US$ 2.99,0,0,paperback,"Connecting readers with great books since 1972. Used books may not include companion materials, some shelf wear, may contain highlighting/notes, may not include cdrom or access codes. Customer service is our top priority!."
30738683202,Good,US$ 4.00,0,0,0,"Shows some signs of wear, and may have some markings on the inside."
30519537765,vg,US$ 5.24,0,0,g669,1st Ace G669 1967 edition paperback vg book In stock shipped from our UK warehouse.
16844567718,Very Good,US$ 5.00,0,0,single issue magazine,"Vol. 18, No. 1. Edited by Frederik Pohl. Cover art by Pederson for ""He That Moves"" by Roger Zelazny. Includes ""The Peacemakers"" (novelette) by John Rankine [Douglas R. Mason]; ""The Taste of Money"" (novelette) by R. V. Humphrey; ""Rogue's Gambit"" (novelette) by Phyllis Gotlieb; ""All Judgment Fled"" (pt. 2 of 3) by James White; ""From Distant Earth"" by Basil Wells; ""Starsong"" by Fred Saberhagen. Science Article: ""Interstellar Travel and Eternal Life"" by R. C. W. Ettinger. Features: ""Editorial""; ""Foreign Fandom"" by Lin Carter; ""Hue and Cry"". Illustrated by Finlay, Gray Morrow, and Jack Gaughan. Lower staple pokes through both covers; tanning."
30364548410,As New,US$ 15.50,0,Very Good,hardcover,"Although copyright 1949, this is the third printing of the 1962 Gramercy edition of a book originally published 1882 (""published by arrangement with Harper & Row,"" which did business under that name 1962-1990, though publisher's address is listed to jacket rear flap as ""New York 16,"" pre-dating zip codes, which were introduced 1962-1963.) Occult. 355 pp. including Notes and Index."
17030064520,Fine,US$ 5.00,0,0,paperback,"Paperback original. Contains the following stories: The Bagful of Dreams by Jack Vance; The Tupilak by Poul Anderson; Storm in a Bottle by John Jakes; Swords Against the Marluk by Katherine Kurtz; The Lands Beyond the World by Michael Moorcock. Unsold store stock, appears unread."
30699112642,VERY GOOD,US$ 3.94,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30641990094,GOOD,US$ 7.61,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
11801079367,New,US$ 12.14,0,0,paperback,
30575900337,GOOD,US$ 3.84,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30619156356,Good,US$ 10.45,0,0,hardcover,"A copy that has been read, but remains in clean condition. All pages are intact, and the cover is intact. The spine may show signs of wear. Pages can include limited notes and highlighting, and the copy can include previous owner inscriptions. An ex-library book and may have standard library stamps and/or stickers. The dust jacket is missing. At ThriftBooks, our motto is: Read More, Spend Less."
30618421863,Good,US$ 6.98,0,0,0,". A copy that has been read but remains intact. May contain markings such as bookplates, stamps, limited notes and highlighting, or a few light stains."
821601485,Fine,US$ 15.00,0,Very Good/Fine,cloth,"Unused pristine copy bound in dark green cloth with gilt lettering on spine, and map endpapers. DJ is unmarred but clipped. A book of mellow warmth and bucolic comedy, a book of bird and animal, flower and hill and brook and river, and of man as integral to this natural setting. 232 pages include 14 beautiful B&W illustrations."
30740750333,VERY GOOD,US$ 5.25,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30139874316,GOOD,US$ 3.51,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
21626685596,Near Fine,US$ 4.95,0,Very Good,hardcover,"NF/VG in mylar. A possible BCE in near fine condition. Illustrations by J.C. (Jean-Claude) Suares. There are a couple of closed tears to front of jacket (about 1� each) and a couple to back of jacket (about 1/4� each), thus the jacket is VG. The jacket is not price clipped. The covers are clean and bright and the edges are sharp. The gray binding is straight and tight. NO remainder mark, NOT ex-lib."
22572751187,Fair,US$ 10.00,0,No Jacket,paperback,"Thrilling Wonder Stories pulp magazine for February 1950, Vol. 35, No. 3. Fair condition, large horizontal slice in front cover."
30693169804,Very Good,US$ 7.37,0,0,hardcover,"A copy that has been read, but remains in excellent condition. Pages are intact and are not marred by notes or highlighting, but may contain a neat previous owner name. The spine remains undamaged. At ThriftBooks, our motto is: Read More, Spend Less."
30567122296,As New,US$ 9.48,0,0,0,Unread book in perfect condition.
30464044994,New,US$ 33.48,0,0,0,Enviamos por DHl cont racking desde diferentes ciudades del mundo ya que tenemos librerias en muchos sitios.
30434758180,VERY GOOD,US$ 5.78,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
22409924807,Good,US$ 1.80,0,0,paperback,"Book shows common (average) signs of wear and use. Binding is still tight. Covers are intact but may be repaired. We have 500,000 books to choose from -- Ship within 24 hours -- Satisfaction Guaranteed!."
22233323379,Good,US$ 6.49,0,Dust Jacket Included,hardcover,. Acceptable dust jacket.
30663015124,Good,US$ 9.98,0,0,hardcover,"older book, some wear - may have remainder mark or previous owner's name Standard-sized."
30335450368,VG,US$ 3.00,0,0,paperback,"183 pages. Painted front cover by Steranko. Heroic adventure novel, # 2 in series featuring Eric John Stark. Solid, unmarked, square on top, slightly cocked on bottom, inside covers and pages are lightly tanned, reading creases on front cover and spine, some light edge wear."
30240818161,VERY GOOD,US$ 3.98,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30737517571,Good,US$ 4.00,0,0,0,"Former Library book. Shows some signs of wear, and may have some markings on the inside."
30734220807,VERY GOOD,US$ 4.33,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30415984184,Fair,US$ 11.25,0,0,paperback,"A readable copy. All pages are intact, and the cover is intact. Pages can include considerable notes-in pen or highlighter-but the notes cannot obscure the text. At ThriftBooks, our motto is: Read More, Spend Less."
19346640350,Very Good,US$ 12.02,0,Not Issued,paperback,"This is Vol. #10 only. Softcover. 8vo. The Arkham Collector. Number Ten only!, Spring 1971. 48 pages numbered 301-348. Two new Spring Books. Eight Tales, by Walter de le Mare and a first collection of poetry by a modern Elizabethan, Donald Sidney-Fryer. Bibliography Size: 8vo - over 7�"" - 9�"" tall."
30732881266,Good,US$ 4.82,0,0,0,"Shows some signs of wear, and may have some markings on the inside."
22911424826,Good,US$ 6.49,0,0,0,. Owner's name on inside. Slightly dampstained.
70485757,Good,US$ 7.00,0,Good,hardcover,"Jacket is scuffed with edgewear. Boards have minor shelfwear. Pages are clean, text has no markings, binding is sound. Size: 8vo - over 7�"" - 9�"" tall."
30265318147,New,US$ 55.07,0,0,leather bound,"CHOOSE ANY LEATHER COLOR OF YOUR CHOICE WITHOUT ANY EXTRA CHARGES, JUST OPEN ""View Larger Image"" BUTTON JUST BELOW THE BOOK IMAGE AND MAIL US YOUR CHOICE. Our book has Leather Binding on Spine and Corners with Golden Leaf Printing on round Spine. Reprinted in (1972) with the help of original edition published long back (1972). This book is printed in black & white, sewing binding for longer life, Printed on high quality Paper, re-sized as per Current standards, professionally processed without changing its contents. As these are old books, we processed each page manually and make them readable but in some cases some pages are blur or missing or black spots. If it is multi volume set, then it is only single volume, if you wish to order a specific or all the volumes you may contact us. We expect that you will understand our compulsion in these books. We found this book important for the readers who want to know more about our old treasure so we brought it back to the shelves. Hope you will like it and give your comments and suggestions. Lang: -eng , Pages 745 , Print on Demand.{FOLIO EDITION IS ALSO AVAILABLE.};"
632782597,Very Good,US$ 4.00,0,No Jacket Issued,paperback,An uncommon paperback original. An excellent fantasy anthology. Great cover art by George Barr.
30437842007,Very Good,US$ 9.29,0,0,paperback,0710001347. 1975 bright clean copy.
30522310911,As New,US$ 7.71,0,0,0,Unread book in perfect condition.
355605560,Very Good+,US$ 12.00,0,Very Good,hardcover,2nd printing. Previous owner bookplate. Jacket has browned and there is a short tear to jacket.
21293166612,0,US$ 11.33,0,Dust Jacket Included,hardcover,"Cloth, dj, VG/G+. xviii+250pp, dustjacket a little edge worn & yellowed, spine & rear panel a little marked & grubby, endpapers yellowed, otherwise a nice copy. A colleftion of 28 short stories concerning Catholicism & Catholic life. 425 grams."
30636811003,GOOD,US$ 3.95,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
1257848789,0,US$ 12.00,0,0,hardcover,"G++/VG----. Heavy bumping to corners and spine. Dust jacket has four 1"" tears on the covers. Light chipping to spine ends and moderate edgewear. Solid hardcover with dust jacket. Size: 8vo - over 7�"" - 9�"" tall."
30745791340,GOOD,0,0,0,paperback,0
286507092,Very Good,US$ 3.00,0,0,paperback,"Second Signet Classics printing. A collection of stories about soldiers and civilians, with an Afterword by Marcus Cunliffe."
12341622240,0,US$ 6.51,0,0,paperback,"Paperback (VG+); all our specials have minimal description to keep listing them viable. They are at least reading copies, complete and in reasonable condition, but usually secondhand; frequently they are superior examples. Ordering more than one book will reduce your overall postage cost."
30206947937,GOOD,US$ 3.98,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30376666443,Very Good,US$ 6.94,0,0,paperback,"A copy that has been read, but remains in excellent condition. Pages are intact and are not marred by notes or highlighting, but may contain a neat previous owner name. The spine remains undamaged. At ThriftBooks, our motto is: Read More, Spend Less."
30107649618,GOOD,US$ 3.98,0,0,hardcover,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30652059442,VERY GOOD,US$ 4.07,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30688729341,Good,US$ 3.95,0,0,0,"Item in good condition. Textbooks may not include supplemental items i.e. CDs, access codes etc."
30644515655,As New,US$ 7.89,0,0,0,Unread book in perfect condition.
30739486955,Good,US$ 4.70,0,0,0,"Shows some signs of wear, and may have some markings on the inside."
30238566268,Near Fine,US$ 6.75,0,0,paperback,
22819339921,Good,US$ 18.50,0,0,paperback,"Connecting readers with great books since 1972. Used books may not include companion materials, some shelf wear, may contain highlighting/notes, may not include cdrom or access codes. Customer service is our top priority!."
30260101541,Very Good,US$ 15.00,0,0,paperback,"1st printing. Sl edgewear, very good+."
22747517530,Good,US$ 1.00,0,0,hardcover,[ No Hassle 30 Day Returns ][ Ships Daily ] [ Underlining/Highlighting: NONE ] [ Writing: NONE ] [ Torn pages: YES ] [ Edition: 1998 ] slightly torn on cover Publisher: Bell Publishing Company Pub Date: 12/12/1988 Binding: Hardcover Pages: 160 1998 edition.
7118763620,Near Fine,US$ 8.00,0,0,paperback,"Lancer Books No.73-800, a Paperback Original, with terrific coverart by John Duillo and an informative introduction by one of the authors, L.Sprague De Camp; this volume ""brings the saga of epic fantasy's mightiest hero to a glorious climax""; this copy is Near Fine, very close to Fine, with a faint reading crease, otherwise bright with unmarked contents."
30271170451,New,US$ 50.01,0,0,leather bound,"CHOOSE ANY LEATHER COLOR OF YOUR CHOICE WITHOUT ANY EXTRA CHARGES, JUST OPEN ""View Larger Image"" BUTTON JUST BELOW THE BOOK IMAGE AND MAIL US YOUR CHOICE. Our book has Leather Binding on Spine and Corners with Golden Leaf Printing on round Spine. Reprinted in (2018) with the help of original edition published long back (1921). This book is printed in black & white, sewing binding for longer life, Printed on high quality Paper, re-sized as per Current standards, professionally processed without changing its contents. As these are old books, we processed each page manually and make them readable but in some cases some pages are blur or missing or black spots. We expect that you will understand our compulsion in these books. We found this book important for the readers who want to know more about our old treasure so we brought it back to the shelves. Hope you will like it and give your comments and suggestions. Lang: - eng, Vol: - v. 3, Pages 630, Print on Demand. &quot; {FOLIO EDITION IS ALSO AVAILABLE.}."
30210712950,VERY GOOD,US$ 28.45,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30699839258,New,US$ 2.30,0,0,0,pp. xii + 301.
30725196554,VERY GOOD,US$ 3.98,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
30578483179,Good,US$ 13.27,0,Dust Jacket Included,hardcover,1969. Reprint. 364 pages. Pink illustrated dust-jacket over blue cloth. Pages remain bright and clear with minimal tanning and foxing. Pencil inscription to front endspaper and both pastedowns. Boards have moderate edge-wear with bumping to corners and rubbing to surfaces. Spine has crushing to both ends. Book has forward lean. Unclipped jacket has light edgewear with tears and creasing. Minor tanning present.
1276784269,0,US$ 7.26,0,0,0,"Rayon : SF Editeur : Le masque Date de parution : 1979 Description : In-12, 250 pages, broch�, occasion, bon �tat. Envois quotidiens du mardi au samedi. Les commandes sont adress�es sous enveloppes bulles. Photos suppl�mentaires de l'ouvrage sur simple demande. R�ponses aux questions dans les 12h00. Librairie Le Piano-Livre. Merci. R�f�rence catalogue vendeur: 16297."
30551328083,Fair,US$ 2.99,0,0,paperback,Cover price 40 cents.
30745961859,New,US$ 10.38,0,0,0,
30727509910,GOOD,US$ 3.94,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30733220230,Good,US$ 5.24,0,0,0,"Shows some signs of wear, and may have some markings on the inside."
30741668598,Good,0,0,0,paperback,0
30272818486,New,US$ 41.10,0,0,leather bound,"CHOOSE ANY LEATHER COLOR OF YOUR CHOICE WITHOUT ANY EXTRA CHARGES, JUST OPEN ""View Larger Image"" BUTTON JUST BELOW THE BOOK IMAGE AND MAIL US YOUR CHOICE. Our book has Leather Binding on Spine and Corners with Golden Leaf Printing on round Spine. Reprinted in (1834) with the help of original edition published long back (1834). This book is printed in black & white, sewing binding for longer life, Printed on high quality Paper, re-sized as per Current standards, professionally processed without changing its contents. As these are old books, we processed each page manually and make them readable but in some cases some pages are blur or missing or black spots. We expect that you will understand our compulsion in these books. We found this book important for the readers who want to know more about our old treasure so we brought it back to the shelves. Hope you will like it and give your comments and suggestions. Lang: - eng, Vol: - v.1, Pages 432, Print on Demand. &quot; {FOLIO EDITION IS ALSO AVAILABLE.}."
30739524423,Good,US$ 4.00,0,0,0,"Shows some signs of wear, and may have some markings on the inside."
30766341336,GOOD,US$ 4.36,0,0,paperback,"Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included."
30271225476,New,US$ 42.88,0,0,leather bound,"CHOOSE ANY LEATHER COLOR OF YOUR CHOICE WITHOUT ANY EXTRA CHARGES, JUST OPEN ""View Larger Image"" BUTTON JUST BELOW THE BOOK IMAGE AND MAIL US YOUR CHOICE. Our book has Leather Binding on Spine and Corners with Golden Leaf Printing on round Spine. Reprinted in (2018) with the help of original edition published long back (1833). This book is printed in black & white, sewing binding for longer life, Printed on high quality Paper, re-sized as per Current standards, professionally processed without changing its contents. As these are old books, we processed each page manually and make them readable but in some cases some pages are blur or missing or black spots. We expect that you will understand our compulsion in these books. We found this book important for the readers who want to know more about our old treasure so we brought it back to the shelves. Hope you will like it and give your comments and suggestions. Lang: - eng, Vol: - v.1, Pages 472, Print on Demand. &quot; {FOLIO EDITION IS ALSO AVAILABLE.}."
30588923070,New,US$ 7.99,0,0,hardcover,
30660191080,Good,US$ 27.50,0,0,single issue magazine,"Vol. 1, No. 5. Final issue. Pulp magazine. [Edited by F. Orlin Tremaine.] Cover art by Morey for ""The Devil's Asteroid"" (novelet) by Manly Wade Wellman. Includes ""The Vortex Blaster"" (""The first of a series. . ."") by Edward E. ""Doc"" Smith; ""The Whispering Spheres"" (novelet) by Russ Winterbotham; ""The Street That Wasn't There"" by Clifford D. Simak & Carl Jacobi; ""The Sky Trap"" by Frank Belknap Long; ""A World Is Born"" by Leigh Brackett; ""The Indulgences of Negu Mah"" by Robert Arthur; ""The Beast of Space"" by F. E. Hardart; ""The 4-D Doodler"" by Grpah Waldeyer; ""The Bell Tone"" (short-short) by Edmund H. Leftwich; ""The Ultimate Experiment"" (short-short) by DeKy. Features: ""The Spacean""; ""The Door to Tomorrow"" (editorial); Rocket Mail (Includes letters by ""Doc"" Smith and Isaac Asimov). Illustrated by Paul, Forte, Morey, and Mirando. Creasing; has been wet at edges and rear; minor stains rear; light stain at edges; a little wavy with bend at foredge corners; date stamp on first page; tanning; spine fading; tear at lower rear cover hinge."
30740588519,Acceptable,US$ 3.98,0,0,0,"Item in acceptable condition including possible liquid damage. As well, answers may be filled in. Lastly, may be missing components, e.g. missing DVDs, CDs, Access Code, etc."
30505009574,Good,US$ 3.50,0,0,paperback,"Connecting readers with great books since 1972. Used books may not include companion materials, some shelf wear, may contain highlighting/notes, may not include cdrom or access codes. Customer service is our top priority!."
30717093919,UsedVeryGood,US$ 3.97,0,0,paperback,
30745151089,As New,0,0,0,paperback,0
21513301016,Gut,US$ 12.10,0,0,"kart., broschiert.","389 S. Einband leicht berieben/gebr�unt/angesto�en, Buchr�cken angerundet/mit Leseknick, Seiten leicht gebr�unt/mit Unterstreichungen, Eintragung auf Titelei, ansonsten gut erh. Sprache: Deutsch Gewicht in Gramm: 420."
5862694474,Very Good,US$ 50.00,0,Good,hardcover,"719pp. Edge chips and tears to dust jacket which is now in protective mylar. Oversized, will exceed standard shipping rates for international destinations."
30737249193,Very Good,US$ 4.00,0,0,0,Great condition for a used book! Minimal wear.
30137587647,0,US$ 4.00,0,0,0,very good.
30738527342,Good,US$ 4.74,0,0,0,"Shows some signs of wear, and may have some markings on the inside."
30737711559,Good,US$ 4.00,0,0,0,"Shows some signs of wear, and may have some markings on the inside."
22486746003,Very Good,US$ 12.00,0,No Jacket,hardcover,"Very good hardcover copy, without dust-jacket. A cleam unmarked copy Size: 12mo - over 6�"" - 7�"" tall."
886780125,Good,US$ 2.89,0,No Jacket,hardcover,"***Reliable, fast! Massive HB/ no DJ. Tudor Publishing, 1935, 456 pages, 81/2"" x 5"", over 200 illus. Red Cloth board covers, minor spine frays top & bottom 3/4"". 2 owner names 1st blank page, otherwise clean & unmmarked. A neat edition! (22)."
30616002510,Akzeptabel,US$ 6.02,0,0,taschenbuch,"gekennz. M�ngelexemplar, Artikel stammt aus Nichtraucherhaushalt! E11935 Sprache: Deutsch Gewicht in Gramm: 500."
30420936183,Very Good,US$ 16.08,0,0,hardcover,"A copy that has been read, but remains in excellent condition. Pages are intact and are not marred by notes or highlighting, but may contain a neat previous owner name. The spine remains undamaged. At ThriftBooks, our motto is: Read More, Spend Less."
30591006617,VERY GOOD,US$ 3.97,0,0,paperback,"Light rubbing wear to cover, spine and page edges. Very minimal writing or notations in margins not affecting the text. Possible clean ex-library copy, with their stickers and or stamp(s)."
20474251870,New,US$ 16.06,0,0,paperback,"Paperback. In addition to his 40-year career at the British Museum, Sir Ernest Alfred Thompson Wallis Budge was a prolific and popular author who specialized in books on ancient Egypt. The Dwellers o.Shipping may be from multiple locations in the US or from the UK, depending on stock availability. 384 pages. 0.417."
30366452793,Good,US$ 2.00,0,0,0,COPYRIGHT 1966. COVER HAS CREASING AND SURFACE WEAR. 189 PAGE TEXT HAS LIGHT WEAR. CLASSIC. 4.25'' X 7'' WE USE BUBBLE MAILERS.
30733094287,Very Good,US$ 4.87,0,0,0,Great condition for a used book! Minimal wear.
30625409959,Good,US$ 3.00,0,0,paperback,"Connecting readers with great books since 1972. Used books may not include companion materials, some shelf wear, may contain highlighting/notes, may not include cdrom or access codes. Customer service is our top priority!."
